source_img,file_name,text,sample
91.jpeg,91_41.jpeg,62,test
92.jpeg,92_4.jpeg,Ивановой Пупковой о состоящихъ душахъ,test
7.jpeg,7_29.jpeg,реви реви,test
67.jpeg,67_25.jpeg,реви реви,test
77.jpeg,77_22.jpeg,№9,test
31.jpeg,31_15.jpeg,когда и,test
24.jpeg,24_53.jpeg,25 1/2,test
81.jpeg,81_0.jpeg,Ревизская Сказка,test
35.jpeg,35_1.jpeg,1858 года Апреля 16 дня Вятской губернiи Орлов,test
87.jpeg,87_24.jpeg,Мещане,test
31.jpeg,31_17.jpeg,№10,test
55.jpeg,55_2.jpeg,1867 года мая 26 дня Пермской губернiи города,test
17.jpeg,17_9.jpeg,Имена женъ,test
86.jpeg,86_14.jpeg,Ревизiи Ревизiи,test
55.jpeg,55_36.jpeg,нетъ къ сей ревизской сказке вместо сказкоподателя Екатеринбургскiй мещанинъ Иванъ Викуловъ Кокушкина,test
358.jpeg,358_15.jpeg,после оной,test
11.jpeg,11_17.jpeg,Крестьяне,test
12.jpeg,12_28.jpeg,куда выбылъ,test
17.jpeg,17_0.jpeg,№№ запи,test
57.jpeg,57_17.jpeg,ке,test
91.jpeg,91_8.jpeg,Изъ того,test
87.jpeg,87_39.jpeg,14,test
11.jpeg,11_27.jpeg,Его Сыновья,train
7.jpeg,7_20.jpeg,отлуч цо,test
45.jpeg,45_18.jpeg,сыновья Викторъ,test
6.jpeg,6_4.jpeg,по последней изъ то,test
45.jpeg,45_2.jpeg,на подданство Россiи Алберта Данилова Петеръ,test
3.jpeg,3_20.jpeg,128,test
28.jpeg,28_52.jpeg,Евдокия,test
29.jpeg,29_27.jpeg,13,test
57.jpeg,57_26.jpeg,Лета,test
17.jpeg,17_31.jpeg,летъ ку ялъ ли подъ когда поставленъ,test
47.jpeg,47_25.jpeg,Итого 1,test
86.jpeg,86_15.jpeg,Мещане,test
5.jpeg,5_50.jpeg,Его же отъ второй жены,test
51.jpeg,51_52.jpeg,Екатеринбургскiй мещанский сынъ Александръ Петровъ Логиновъ,test
72.jpeg,72_5.jpeg,Екатеринбурга Мещанской,test
38.jpeg,38_16.jpeg,ло,test
57.jpeg,57_40.jpeg,23,test
67.jpeg,67_44.jpeg,ской Казен,test
52.jpeg,52_8.jpeg,въновъ Московской въ,test
23.jpeg,23_18.jpeg,Федоръ Исаковъ Губинъ,test
79.jpeg,79_3.jpeg,1867 года сентября 2 дня Пермской губернiи,test
38.jpeg,38_28.jpeg,зiи зiи,test
91.jpeg,91_27.jpeg,Мещане,test
79.jpeg,79_12.jpeg,Мужескiй полъ,test
55.jpeg,55_32.jpeg,20,test
83.jpeg,83_17.jpeg,отлучке лицо,test
83.jpeg,83_36.jpeg,по предписа,test
43.jpeg,43_19.jpeg,6 8 Елисей,test
28.jpeg,28_1.jpeg,Ревизская сказка,test
3.jpeg,3_21.jpeg,129,test
67.jpeg,67_51.jpeg,13,test
8.jpeg,8_1.jpeg,крестьянина Фадея Софронова Степанова,test
73.jpeg,73_1.jpeg,Ревизская сказка,test
71.jpeg,71_13.jpeg,оной прибы,test
31.jpeg,31_43.jpeg,Матрена,test
38.jpeg,38_2.jpeg,теринбургского уезда Логиновской волости,test
358.jpeg,358_3.jpeg,губернiи города Екатеринбурга,test
61.jpeg,61_34.jpeg,евъ Андреевъ по указу Перм,test
106.jpeg,106_19.jpeg,мещане,test
51.jpeg,51_17.jpeg,на,test
46.jpeg,46_3.jpeg,на подданство Россiи Алберта,test
55.jpeg,55_21.jpeg,№10,test
28.jpeg,28_16.jpeg,на,test
20.jpeg,20_13.jpeg,и после оной числа,test
71.jpeg,71_48.jpeg,Розалiя Иванова,test
28.jpeg,28_42.jpeg,23,test
210.jpeg,210_5.jpeg,скому обществу Исая Яковлева Коптелова о со,test
65.jpeg,65_16.jpeg,№9 №10,test
63.jpeg,63_9.jpeg,Семьи Мужскiй полъ,test
15.jpeg,15_17.jpeg,лицо,test
77.jpeg,77_34.jpeg,цовъ Палаты отъ,test
37.jpeg,37_3.jpeg,Екатеринбургского уезда Логиновскй волости,test
48.jpeg,48_1.jpeg,Тысяча восемьсот шестьдесят седьмого года,test
7.jpeg,7_31.jpeg,Лета именно Лета реви реви,test
55.jpeg,55_23.jpeg,ревизiи ревизiи Мещане,test
63.jpeg,63_32.jpeg,Пермской казен,test
5.jpeg,5_42.jpeg,Константина Иванова,train
61.jpeg,61_43.jpeg,детей,test
61.jpeg,61_18.jpeg,№9,test
64.jpeg,64_0.jpeg,Ревизская сказка,test
34.jpeg,34_17.jpeg,Козма,test
71.jpeg,71_3.jpeg,1857 года Iюня 19 дня Пермской губернiи г Екате,test
43.jpeg,43_22.jpeg,Февраль,test
55.jpeg,55_7.jpeg,Во временной Ныне,test
5.jpeg,5_3.jpeg,1858 года Марта 1го дня Пермской Губер,test
79.jpeg,79_39.jpeg,21,test
17.jpeg,17_40.jpeg,и незапре кому изъ налич,test
27.jpeg,27_21.jpeg,47,test
33.jpeg,33_34.jpeg,Хрисанфь,test
49.jpeg,49_10.jpeg,Число вы- на,test
67.jpeg,67_21.jpeg,№9 №10,test
145.jpeg,145_3.jpeg,бурга мещанки вдовы Анны Михайловой,test
51.jpeg,51_6.jpeg,по последней ре,test
79.jpeg,79_17.jpeg,Женскiй полъ,test
81.jpeg,81_3.jpeg,1867 года Сентября 4 дня Пермской Губернiи,test
67.jpeg,67_40.jpeg,39,test
27.jpeg,27_8.jpeg,Изъ того Ныне,test
71.jpeg,71_15.jpeg,Семьи,test
30.jpeg,30_4.jpeg,семейства Крестьянина Алексея,test
49.jpeg,49_41.jpeg,1867г.,test
55.jpeg,55_35.jpeg,"Всего въ сей ревизской сказке заключается наличныхъ душъ мужеска пола одна, прописных",test
20.jpeg,20_3.jpeg,1858 года марта 31 дня Пермской гу,test
81.jpeg,81_38.jpeg,Холостъ,test
20.jpeg,20_25.jpeg,времени,test
51.jpeg,51_1.jpeg,Дополнительная Ревизская Сказка,test
78.jpeg,78_5.jpeg,душахъ на лицо,test
51.jpeg,51_19.jpeg,выбыло,test
24.jpeg,24_57.jpeg,1853 году,test
31.jpeg,31_52.jpeg,53,test
63.jpeg,63_31.jpeg,Причисленъ по,test
12.jpeg,12_29.jpeg,гда поставленърекрутъ получилъ,test
17.jpeg,17_43.jpeg,послуга а также,test
24.jpeg,24_64.jpeg,Сидорова,test
15.jpeg,15_6.jpeg,кой Волости,test
12.jpeg,12_0.jpeg,Нуиера,test
15.jpeg,15_45.jpeg,2 Илья,test
33.jpeg,33_30.jpeg,сынъ Тимофей,test
49.jpeg,49_13.jpeg,на,test
51.jpeg,51_31.jpeg,ревизiи ревизiи,test
85.jpeg,85_37.jpeg,Ревизская Сказка,test
12.jpeg,12_88.jpeg,сынъ Исакъ,test
23.jpeg,23_28.jpeg,17,test
90.jpeg,90_4.jpeg,аря Иванова Баченова о состоящихъ,test
31.jpeg,31_65.jpeg,въ рекрутъ,test
31.jpeg,31_58.jpeg,Прокопiй 18,test
71.jpeg,71_55.jpeg,две и въ наличности бывшiх показаны прописных нетъ въ томъ сказкоподатель Екатери,test
34.jpeg,34_9.jpeg,рфа Елизарова,test
27.jpeg,27_14.jpeg,лета когда,test
21.jpeg,21_24.jpeg,дочери Афанасья,test
17.jpeg,17_72.jpeg,Иванъ,test
75.jpeg,75_39.jpeg,19,test
37.jpeg,37_30.jpeg,рого вре лета,test
69.jpeg,69_34.jpeg,Никита Ивановъ Причисленъ по,test
12.jpeg,12_22.jpeg,но какихъ летъ,test
79.jpeg,79_30.jpeg,именно,test
89.jpeg,89_14.jpeg,душъ мужеска пола одна и въ наличности быв,test
29.jpeg,29_24.jpeg,ри Ульяна,test
81.jpeg,81_7.jpeg,Воввременной Ныне,test
15.jpeg,15_23.jpeg,Лета,test
6.jpeg,6_1.jpeg,18658 года марта 1го дня Пермской Губернiи,test
9.jpeg,9_50.jpeg,10,test
7.jpeg,7_13.jpeg,менной на ли,test
7.jpeg,7_12.jpeg,зiи состо числа не,test
31.jpeg,31_70.jpeg,Ефим Петров 5,test
29.jpeg,29_28.jpeg,Евдокия,test
2.jpeg,2_0.jpeg,Копiя,test
87.jpeg,87_15.jpeg,на,test
17.jpeg,17_68.jpeg,3,test
53.jpeg,53_13.jpeg,числа,test
91.jpeg,91_18.jpeg,на,test
85.jpeg,85_23.jpeg,сьевъ Пшеницынъ,test
18.jpeg,18_0.jpeg,Копiя,test
83.jpeg,83_46.jpeg,11 Iюля въ 1867,test
145.jpeg,145_2.jpeg,Июля 24 дня Пермский губернии г Екатерин,test
50.jpeg,50_2.jpeg,"года Мая Семьнадцатого дня, Пермской",test
87.jpeg,87_18.jpeg,лицо,test
69.jpeg,69_47.jpeg,Розалiя Иванова,test
38.jpeg,38_31.jpeg,но,test
69.jpeg,69_45.jpeg,Ивана Никитина жена,test
57.jpeg,57_41.jpeg,22,test
57.jpeg,57_37.jpeg,ской Казенной,test
79.jpeg,79_11.jpeg,ной от на,test
69.jpeg,69_1.jpeg,Дополнительная ревизская сказка,test
73.jpeg,73_5.jpeg,Города Екатеринбурга,test
88.jpeg,88_1.jpeg,1864 года Сентября 29 дня Пермской губернiи г,test
63.jpeg,63_20.jpeg,№9,test
27.jpeg,27_1.jpeg,Ревизская сказка,test
34.jpeg,34_21.jpeg,28,test
86.jpeg,86_31.jpeg,Итого Мужского пола одна душа,test
21.jpeg,21_9.jpeg,отлуч,test
73.jpeg,73_15.jpeg,прибыло,test
67.jpeg,67_66.jpeg,шестьдесятъ седьмого года въ наличности бывшiх показаны прописных нетъ,test
75.jpeg,75_17.jpeg,выбыло,test
3.jpeg,3_22.jpeg,жена Парасковья Ефи,test
30.jpeg,30_0.jpeg,Копiя,test
57.jpeg,57_21.jpeg,лица,test
37.jpeg,37_54.jpeg,Спиридонъ,test
69.jpeg,69_18.jpeg,лицо,test
91.jpeg,91_60.jpeg,ска три въ наличности бывшiе,test
77.jpeg,77_24.jpeg,Когда,test
191.jpeg,191_2.jpeg,мого года Декабря девятнадцатого дня,test
33.jpeg,33_45.jpeg,Копiя,test
24.jpeg,24_23.jpeg,№10,test
106.jpeg,106_23.jpeg,времени,test
55.jpeg,55_17.jpeg,отлучке лица,test
49.jpeg,49_11.jpeg,и после оной при,test
37.jpeg,37_39.jpeg,въ 1853,test
67.jpeg,67_17.jpeg,лица,test
71.jpeg,71_50.jpeg,за №6630 изъ,test
67.jpeg,67_0.jpeg,Дополнительная ревизская сказка,test
88.jpeg,88_16.jpeg,атвея Афанасьева Пшеницына Побезъ,test
83.jpeg,83_23.jpeg,Съ которого,test
5.jpeg,5_62.jpeg,въ Пермскую Казенную Палату по с,test
45.jpeg,45_11.jpeg,состояло,test
20.jpeg,20_12.jpeg,Семьи Мужскiй полъ состояло,test
34.jpeg,34_16.jpeg,1836,test
15.jpeg,15_24.jpeg,именно,test
62.jpeg,62_2.jpeg,Iюня девятнадцатого дня Пермской губернiи,test
7.jpeg,7_2.jpeg,1858 года Марта месяца 14 дня Пермской Губернiи Екате,test
17.jpeg,17_49.jpeg,Когда,test
24.jpeg,24_6.jpeg,уфимского уезда Верхне Иргинского завода,test
15.jpeg,15_32.jpeg,235,test
20.jpeg,20_22.jpeg,9 реви 10 реви,test
79.jpeg,79_5.jpeg,города Екатеринбурга,test
67.jpeg,67_27.jpeg,Мещанки,test
61.jpeg,61_30.jpeg,зiи,test
3.jpeg,3_16.jpeg,времени,test
65.jpeg,65_25.jpeg,именно,test
5.jpeg,5_9.jpeg,ревизиiи со,test
34.jpeg,34_24.jpeg,17,test
59.jpeg,59_43.jpeg,отъ 6 мая,test
75.jpeg,75_0.jpeg,Ревизская сказка,test
59.jpeg,59_50.jpeg,Во времен Ныне,test
80.jpeg,80_7.jpeg,въ Березовскомъ заводе,test
57.jpeg,57_8.jpeg,ревизiи состоя,test
12.jpeg,12_59.jpeg,Романъ,test
17.jpeg,17_15.jpeg,членовъ се,test
69.jpeg,69_36.jpeg,Притыкинъ указу Пермской,test
3.jpeg,3_28.jpeg,52,test
2.jpeg,2_4.jpeg,Марта 1 дня 1858 года,test
83.jpeg,83_2.jpeg,1867 года сентября 12 дня Пермской Губернiи,test
39.jpeg,39_13.jpeg,ной отлу на ли,test
20.jpeg,20_19.jpeg,когда,test
47.jpeg,47_13.jpeg,лицо,test
61.jpeg,61_44.jpeg,Всего въ сей ревизской сказке заключается наличныхъ душъ мужеска пола одна и въ на,test
5.jpeg,5_8.jpeg,по последней из того ныне,test
77.jpeg,77_6.jpeg,во впремен Ныне,test
93.jpeg,93_50.jpeg,15,test
73.jpeg,73_25.jpeg,№10,test
36.jpeg,36_0.jpeg,Копiя съ ревизской сказки,test
61.jpeg,61_7.jpeg,Семьи Мужскiй полъ,test
59.jpeg,59_46.jpeg,ских детей,test
74.jpeg,74_3.jpeg,Губернiи Екатеринбургского мещанина,test
91.jpeg,91_26.jpeg,ревиз,test
17.jpeg,17_60.jpeg,Коптеловъ 22 1834 28 Авдотья Иванова 26,test
17.jpeg,17_42.jpeg,щено ли его ныхъ зачтена,test
57.jpeg,57_18.jpeg,ло,test
86.jpeg,86_0.jpeg,Ревизская Сказка,test
76.jpeg,76_2.jpeg,года Августа девятнадцатого дня,test
63.jpeg,63_43.jpeg,Его дочь Александра,test
83.jpeg,83_18.jpeg,оной прибыло было,test
3.jpeg,3_24.jpeg,мава,test
59.jpeg,59_12.jpeg,и после ононй,test
57.jpeg,57_24.jpeg,Мещане,test
7.jpeg,7_5.jpeg,теринбургского уезда Маминской волости Походильского,test
79.jpeg,79_32.jpeg,мени,test
49.jpeg,49_40.jpeg,отъ,test
12.jpeg,12_54.jpeg,53 Осипа жена Матрена 56,test
87.jpeg,87_33.jpeg,Причисленъ по,test
38.jpeg,38_0.jpeg,1858 года февраля месяца 12 дня Вятской губернiи Ека,test
3.jpeg,3_19.jpeg,Софона Никитина,test
141.jpeg,141_4.jpeg,бурга мещанина Михаила Павлова,test
5.jpeg,5_30.jpeg,ревиз ревиз,test
34.jpeg,34_30.jpeg,Григорiй,test
20.jpeg,20_24.jpeg,реви реви,test
71.jpeg,71_18.jpeg,на,test
53.jpeg,53_24.jpeg,№9 №10,test
85.jpeg,85_35.jpeg,Екатеринбургского мещанина е,test
6.jpeg,6_22.jpeg,48,test
51.jpeg,51_3.jpeg,1867 года мая 2 дня Пермской губернiи города,test
51.jpeg,51_42.jpeg,за №8029 изъ,test
71.jpeg,71_19.jpeg,лица,test
61.jpeg,61_11.jpeg,числа,test
93.jpeg,93_11.jpeg,числа,test
3.jpeg,3_15.jpeg,Лета,test
71.jpeg,71_4.jpeg,1857 года Iюня 19 дня Пермской губернiи города,test
67.jpeg,67_1.jpeg,Дополнительная ревизская сказка,test
38.jpeg,38_36.jpeg,1853 года,test
20.jpeg,20_4.jpeg,1858 года марта 31 дня Пермской губер,test
31.jpeg,31_38.jpeg,въ 1853г,test
65.jpeg,65_24.jpeg,Мещанки,test
75.jpeg,75_13.jpeg,на,test
23.jpeg,23_5.jpeg,Мужскiй полъ,test
83.jpeg,83_9.jpeg,Семьи,test
14.jpeg,14_2.jpeg,Седьмого года марта Семнадцатого,test
23.jpeg,23_7.jpeg,ревизiи состо,test
85.jpeg,85_24.jpeg,ной Палаты,test
47.jpeg,47_22.jpeg,сыновья Викторъ,test
21.jpeg,21_3.jpeg,завода,test
67.jpeg,67_42.jpeg,Фекла Феоктистова,test
15.jpeg,15_56.jpeg,Авдотья,test
73.jpeg,73_43.jpeg,рина Алексеева Маркова,test
29.jpeg,29_7.jpeg,Женскiй полъ,test
37.jpeg,37_24.jpeg,съ кото,test
21.jpeg,21_18.jpeg,39,test
55.jpeg,55_13.jpeg,Семьи Женскiй полъ,test
15.jpeg,15_7.jpeg,ской волости,test
61.jpeg,61_31.jpeg,зiи,test
67.jpeg,67_68.jpeg,Степановъ Iонинъ,test
23.jpeg,23_3.jpeg,не Иргинского завода,test
28.jpeg,28_18.jpeg,оной прибыло,test
38.jpeg,38_37.jpeg,Трифонъ 17,test
67.jpeg,67_9.jpeg,менной,test
37.jpeg,37_56.jpeg,2,test
33.jpeg,33_44.jpeg,Орловского,test
79.jpeg,79_2.jpeg,1867 года сентября 2 дня Пермской губернiи го,test
6.jpeg,6_6.jpeg,Семьи,test
81.jpeg,81_35.jpeg,Палаты отъ,test
11.jpeg,11_33.jpeg,Осипа Лукоянова племянникъ Дми,train
17.jpeg,17_27.jpeg,пола дущъ,test
71.jpeg,71_41.jpeg,58,test
87.jpeg,87_16.jpeg,прибыло,test
15.jpeg,15_19.jpeg,Когда,test
67.jpeg,67_61.jpeg,Итого,test
73.jpeg,73_41.jpeg,Апреля 1866г,test
73.jpeg,73_35.jpeg,именно,test
61.jpeg,61_12.jpeg,на,test
16.jpeg,16_3.jpeg,го Белоярского Волостного Правленiя,test
71.jpeg,71_33.jpeg,зiи зiи,test
38.jpeg,38_3.jpeg,Екатеринбургского уезда Логиновской волости,test
61.jpeg,61_14.jpeg,Женскiй полъ,test
11.jpeg,11_9.jpeg,числа,test
37.jpeg,37_59.jpeg,Якимъ,test
61.jpeg,61_6.jpeg,По последней Изъ того Ныне,test
5.jpeg,5_35.jpeg,317,test
31.jpeg,31_30.jpeg,43,test
11.jpeg,11_30.jpeg,Миронъ,train
21.jpeg,21_17.jpeg,та,test
27.jpeg,27_13.jpeg,9 реви 10 реви,test
69.jpeg,69_22.jpeg,Съ которого,test
33.jpeg,33_21.jpeg,менно,test
28.jpeg,28_8.jpeg,попослед изъ того,test
20.jpeg,20_29.jpeg,71,test
